#name	name2
NM_032291	SGIP1
NM_001130034	PLEKHB1
NM_001267804	PAAF1
NM_001267803	PAAF1
NM_016565	COA4
NM_025155	PAAF1
NM_001267806	PAAF1
NM_001267805	PAAF1
NM_003356	UCP3
NM_003355	UCP2
NM_022803	UCP3
NM_182904	P4HA3
NM_001288748	P4HA3
NR_120556	LOC101928580
NR_110031	P4HA3
NM_005472	KCNE3
NM_001144869	LIPT2
NM_015424	CHRDL2
NR_039845	MIR4696
NM_001278473	CHRDL2
NM_001098638	RNF169
NM_014752	SPCS2
NM_001005285	OR2AT4
NM_007256	SLCO2B1
NM_001145211	SLCO2B1
NM_001195528	TPBGL
NM_001145212	SLCO2B1
NR_029891	MIR326
NR_000005	SNORD15A
NM_001260507	RPS3
NR_000025	SNORD15B
NM_001005	RPS3
NM_001260506	RPS3
NM_001256802	RPS3
NM_001039548	KLHL35
NM_001235	SERPINH1
NM_001207014	SERPINH1
NM_025098	MOGAT2
NR_046090	LOC283214
NM_004626	WNT11
NM_001282456	LOC100506127
NM_004705	PRKRIR
NM_020193	C11orf30
NM_001300943	C11orf30
NM_001300942	C11orf30
NM_001300944	C11orf30
NM_001128922	LRRC32
NM_005512	LRRC32
NR_120561	LOC101928837
NM_015516	TSKU
NR_120562	LOC101928837
NM_001258210	TSKU
NM_138706	B3GNT6
NM_001127179	MYO7A
NM_000260	MYO7A
NM_001127180	MYO7A
NM_006189	OMP
NM_173039	AQP11
NM_024684	AAMDC
NM_001203262	NDUFC2-KCTD14
NM_001203260	NDUFC2-KCTD14
NM_001204055	NDUFC2
NM_023930	KCTD14
NM_004549	NDUFC2
NM_001282406	KCTD14
NM_024079	ALG8
NM_001203261	NDUFC2-KCTD14
NM_001204054	NDUFC2
NR_046948	RNU6-83P
NM_003251	THRSP
NM_001007027	ALG8
NM_020798	USP35
NM_001029859	KCTD21
NR_120564	LOC101928865
NR_030598	MIR708
NR_049841	MIR5579
NR_120570	LOC101928944
NR_036186	MIR4300
NM_145018	DDIAS
NR_033347	SNORA70E
NR_038903	RAB30-AS1
NM_015885	PCF11
NR_125355	ANKRD42
NM_001300975	ANKRD42
NM_182603	ANKRD42
NM_001300972	ANKRD42
NM_001300973	ANKRD42
NM_001300976	ANKRD42
NM_001300977	ANKRD42
NM_021825	CCDC90B
NM_001286117	CCDC90B
NM_001286116	CCDC90B
NM_001286119	CCDC90B
NM_001286120	CCDC90B
NM_001286118	CCDC90B
NM_152723	CCDC89
NM_206929	SYTL2
NM_001256547	TMEM126B
NM_032273	TMEM126A
NM_001193537	TMEM126B
NM_001244735	TMEM126A
NM_001289609	SYTL2
NM_206930	SYTL2
NM_001162952	SYTL2
NM_001193538	TMEM126B
NM_018480	TMEM126B
NM_001289610	SYTL2
NR_028027	CREBZF
NR_028026	CREBZF
NR_028025	CREBZF
NR_028024	CREBZF
NM_001039618	CREBZF
NM_001256546	TMEM126B
NM_016401	C11orf73
NR_024598	C11orf73
NR_024597	C11orf73
NR_024596	C11orf73
NR_106813	MIR6755
NM_007173	PRSS23
NR_045004	OR7E2P
NM_001293178	PRSS23
NM_001293179	PRSS23
NM_012193	FZD4
NR_038905	LOC100506368
NM_022337	RAB38
NR_036124	MIR3166
NM_001114173	CTSC
NM_001814	CTSC
NM_148170	CTSC
NR_049724	GRM5-AS1
NR_120406	NOX4
NM_001271942	TRIM77
NM_001146162	TRIM77
NM_153696	FOLH1B
NM_001164397	TRIM64B
NM_020358	TRIM49
NM_001206627	TRIM49D1
NR_028346	TRIM53AP
NM_001206627	TRIM49D1
NM_001105522	TRIM49D2P
NM_001136486	TRIM64
NM_001195234	TRIM49C
NR_028346	TRIM53AP
NM_001143975	UBTFL1
NM_012124	CHORDC1
NM_001144073	CHORDC1
NR_039711	MIR4490
NR_031663	MIR1261
NM_005959	MTNR1B
NM_181645	CCDC67
NM_020179	SMCO4
NM_001286070	C11orf54
NR_002973	SNORA40
NR_003033	SNORD5
NR_003032	SNORA32
NR_002959	SNORA18
NM_001286071	C11orf54
NR_003036	SNORD6
NM_004268	MED17
NM_014039	C11orf54
NM_001286069	C11orf54
NR_003026	SNORA1
NR_003028	SNORA25
NM_001144871	VSTM5
NR_002569	SCARNA9
NM_024116	TAF1D
NM_001286067	C11orf54
NR_002920	SNORA8
NM_001286068	C11orf54
NR_031639	MIR1304
NM_001098672	HEPHL1
NM_015368	PANX1
NM_001199206	IZUMO1R
NM_005591	MRE11A
NM_017704	ANKRD49
NR_031630	MIR548L
NM_005590	MRE11A
NM_016540	GPR83
NM_001190462	C11orf97
NM_152431	PIWIL4
NM_002033	FUT4
NM_016403	CWC15
NM_001161630	KDM4E
NM_018039	KDM4D
NR_103726	SRSF8
NM_032102	SRSF8
NM_015036	ENDOD1
NR_110303	LOC101929295
NM_001271594	SESN3
NM_144665	SESN3
NR_110295	LOC100129203
NM_144664	FAM76B
NM_201281	MTMR2
NM_201278	MTMR2
NM_001243571	MTMR2
NM_016156	MTMR2
NR_036125	MIR1260B
NM_001261833	JRKL
NM_024725	CCDC82
NM_003772	JRKL
NM_032021	TMEM133
NR_073144	LOC101054525
NR_037485	MIR3920
NM_178127	ANGPTL5
NM_001195005	C11orf70
NM_032930	C11orf70
NM_006106	YAP1
NM_001282100	YAP1
NM_001195045	YAP1
NM_001282101	YAP1
NM_001130145	YAP1
NM_001282097	YAP1
NM_001195044	YAP1
NM_001282099	YAP1
NM_001282098	YAP1
NM_001165	BIRC3
NM_182962	BIRC3
NM_052932	TMEM123
NM_004771	MMP20
NM_002423	MMP7
NM_022122	MMP27
NM_002424	MMP8
NM_002426	MMP12
NM_002422	MMP3
NM_001145938	MMP1
NM_002425	MMP10
NM_002421	MMP1
NR_038390	WTAPP1
NM_002427	MMP13
NM_032299	DCUN1D5
NR_039842	MIR4693
NM_001001711	DDI1
NR_106987	MIR7641-1
NM_001225	CASP4
NR_034061	CASP12
NR_034066	CASP12
NM_001191016	CASP12
NR_034064	CASP12
NR_034068	CASP12
NR_034070	CASP12
NR_034063	CASP12
NM_033306	CASP4
NR_034065	CASP12
NR_034067	CASP12
NR_034079	LOC643733
NR_034078	LOC643733
NR_034071	CASP12
NM_004347	CASP5
NM_001223	CASP1
NM_001136110	CASP5
NM_001136109	CASP5
NM_001136112	CASP5
NM_001017534	CARD16
NR_036562	CASP5
NM_001257118	CASP1
NM_052889	CARD16
NM_033294	CASP1
NM_033293	CASP1
NM_033292	CASP1
NR_024239	CASP5
NM_033295	CASP1
NM_001257119	CASP1
NM_001007232	CARD17
NM_021571	CARD18
NM_032424	MSANTD4
NM_015423	AASDHPPT
NM_152433	KBTBD3
NM_198439	KBTBD3
NR_120551	LOC101928535
NR_120552	LOC101928535
NR_028328	LOC643923
NM_138775	ALKBH8
NM_001301010	ALKBH8
NM_003063	SLN
NM_017515	SLC35F2
NM_017516	RAB39A
NM_003478	CUL5
NM_002519	NPAT
NM_153705	KDELC2
NM_207645	C11orf87
NM_004109	FDX1
NM_001302646	COLCA1
NM_207429	COLCA1
NM_001302644	COLCA1
NM_001136105	COLCA2
NM_006235	POU2AF1
NM_001271458	COLCA2
NM_001302647	COLCA1
NR_039712	MIR4491
NM_001302648	COLCA1
NM_001271457	COLCA2
NM_001302645	COLCA1
NR_029839	MIR34B
NM_207430	C11orf88
NM_001100388	C11orf88
NM_017589	BTG4
NR_046085	LOC100132078
NR_029840	MIR34C
NM_001258391	LAYN
NM_001258390	LAYN
NM_178834	LAYN
NM_001177562	PPP2R1B
NM_002716	PPP2R1B
NM_001177563	PPP2R1B
NM_181700	PPP2R1B
NM_181699	PPP2R1B
NM_001885	CRYAB
NR_037651	HSPB2-C11orf52
NM_001541	HSPB2
NM_138378	FDXACB1
NM_022761	C11orf1
NM_080659	C11orf52
NM_001289808	CRYAB
NM_001289807	CRYAB
NR_038364	FDXACB1
NM_001931	DLAT
NM_033425	DIXDC1
NM_001037954	DIXDC1
NM_031275	TEX12
NR_028383	TIMM8B
NM_012459	TIMM8B
NM_001276503	SDHD
NM_001276506	SDHD
NM_001276504	SDHD
NM_001243211	IL18
NM_001562	IL18
NM_003002	SDHD
NM_018195	C11orf57
NM_138789	PIH1D2
NM_001082970	C11orf57
NR_103469	C11orf57
NM_001082969	C11orf57
NR_077060	SDHD
NM_001301019	C11orf57
NM_001301017	C11orf57
NM_001301021	C11orf57
NM_000317	PTS
NM_001145024	PLET1
NR_120560	LOC101928823
NR_120559	LOC101928823
NR_104155	LOC387810
NR_120563	LOC101928847
NM_017868	TTC12
NR_034101	NCAM1-AS1
NM_000795	DRD2
NR_036183	MIR4301
NM_016574	DRD2
NM_178510	ANKK1
NM_030770	TMPRSS5
NM_001288751	TMPRSS5
NM_001288752	TMPRSS5
NM_001288749	TMPRSS5
NR_110047	TMPRSS5
NM_001288750	TMPRSS5
NR_110046	TMPRSS5
NM_001101389	CLDN25
NM_001301029	USP28
NM_020886	USP28
NM_006028	HTR3B
NM_001161772	HTR3A
NM_000869	HTR3A
NR_046363	HTR3A
NM_213621	HTR3A
NM_019021	C11orf71
NM_001286048	RBM7
NM_001286047	RBM7
NM_001286046	RBM7
NR_120567	LOC101928940
NM_006169	NNMT
NM_016090	RBM7
NM_001286045	RBM7
NM_001271562	C11orf71
NM_015523	REXO2
NM_001077639	NXPE4
NM_017678	NXPE4
NR_034148	LINC00900
NM_001159736	BUD13
NM_032725	BUD13
NM_000039	APOA1
NM_000482	APOA4
NM_001166598	APOA5
NM_000040	APOC3
NM_052968	APOA5
NR_126362	APOA1-AS
NM_001184747	PAFAH1B2
NM_001184746	PAFAH1B2
NM_002572	PAFAH1B2
NR_110282	PAFAH1B2
NM_001207049	BACE1
NM_001001522	TAGLN
NR_037803	BACE1-AS
NR_045215	LOC100652768
NM_001207048	BACE1
NM_004716	PCSK7
NM_003186	TAGLN
NM_207343	RNF214
NM_001278249	RNF214
NM_001040455	SIDT2
NM_001077239	RNF214
NM_014956	CEP164
NM_001271933	CEP164
NM_021603	FXYD2
NM_001680	FXYD2
NM_001244995	TMPRSS13
NM_022003	FXYD6
NM_001164837	FXYD6
NM_001206789	TMPRSS13
NM_001206790	TMPRSS13
NM_001164836	FXYD6
NM_001164832	FXYD6
NM_001077263	TMPRSS13
NM_001164831	FXYD6
NR_038318	TMPRSS4-AS1
NM_001558	IL10RA
NR_026691	IL10RA
NR_024527	SCN4B
NM_001142349	SCN4B
NM_174934	SCN4B
NM_001098526	AMICA1
NM_001142348	SCN4B
NM_153206	AMICA1
NM_001286571	AMICA1
NM_001286570	AMICA1
NM_004588	SCN2B
NR_104479	AMICA1
NM_198275	MPZL3
NM_000733	CD3E
NM_000732	CD3D
NM_000073	CD3G
NR_104405	MPZL3
NM_001040651	CD3D
NM_005797	MPZL2
NM_001286152	MPZL3
NM_144765	MPZL2
NR_104404	MPZL3
NM_004788	UBE4A
NM_006476	ATP5L
NR_046370	LOC100131626
NR_046369	LOC100131626
NR_033759	ATP5L
NM_001204077	UBE4A
NM_032780	TMEM25
NR_120576	LOC101929089
NR_120573	LOC101929089
NR_120575	LOC101929089
NM_001142281	ARCN1
NM_001144036	TMEM25
NM_001144035	TMEM25
NM_001144034	TMEM25
NM_001144038	TMEM25
NM_001144037	TMEM25
NM_020153	IFT46
NM_001655	ARCN1
NM_001168618	IFT46
NM_001080441	TTC36
NR_120574	LOC101929089
NR_120572	LOC101929089
NM_007180	TREH
NR_106773	MIR6716
NM_001301065	TREH
NM_001716	CXCR5
NM_181721	FOXR1
NR_003040	RPL23AP64
NM_182557	BCL9L
NM_006760	UPK2
NM_032966	CXCR5
NR_039713	MIR4492
NM_001028	RPS25
NM_006389	HYOU1
NM_001243259	HINFP
NM_021729	VPS11
NM_015517	HINFP
NM_002105	H2AFX
NM_001130991	HYOU1
NM_000190	HMBS
NM_001290474	C2CD2L
NM_014807	C2CD2L
NM_001164279	SLC37A4
NM_001164278	SLC37A4
NM_016146	TRAPPC4
NM_001382	DPAGT1
NM_001024382	HMBS
NM_198971	HINFP
NM_001258208	HMBS
NM_001290185	VPS11
NM_001164280	SLC37A4
NR_037429	MIR3656
NM_001258209	HMBS
NM_001164277	SLC37A4
NM_001467	SLC37A4
NM_024791	PDZD3
NM_001142505	ABCG4
NM_001145018	CCDC153
NM_001282358	NLRX1
NM_001282144	NLRX1
NM_001168468	PDZD3
NR_033122	PDZD3
NM_024618	NLRX1
NM_001282143	NLRX1
NM_022169	ABCG4
NM_006500	MCAM
NM_032015	RNF26
NM_015645	C1QTNF5
NM_031433	MFRP
NM_004205	USP2
NM_171997	USP2
NR_106814	MIR6756
NM_001243759	USP2
NM_001278431	C1QTNF5
NM_006288	THY1
NR_120587	LOC102724301
NM_203286	PVRL1
NM_012101	TRIM29
NM_001244682	POU2F3
NM_014352	POU2F3
NR_038829	LOC649133
NM_178507	OAF
NM_001198671	TMEM136
NM_174926	TMEM136
NM_001198670	TMEM136
NM_001198673	TMEM136
NM_001198672	TMEM136
NM_001198675	TMEM136
NM_001198674	TMEM136
NM_152715	TBCEL
NM_001130047	TBCEL
NM_006918	SC5D
NM_001024956	SC5D
NR_029477	MIRLET7A2
NR_029671	MIR125B1
NR_029515	MIR100
NM_001001786	BLID
NM_019604	CRTAM
NM_199124	C11orf63
NM_006597	HSPA8
NM_153201	HSPA8
NM_001098169	BSX
NR_027288	LOC341056
NR_039714	MIR4493
NM_018400	SCN3B
NM_001040151	SCN3B
NM_001005188	OR6X1
NM_001005325	OR6M1
NM_001013743	TMEM225
NM_001005197	OR8D4
NM_001005187	OR6T1
NM_001004474	OR10S1
NM_001001965	OR4D5
NM_001004462	OR10G4
NM_001004464	OR10G8
NM_001004463	OR10G7
NM_001001953	OR10G9
NM_001291438	OR8G2
NR_045681	OR8G1
NM_001002918	OR8D2
NM_001005468	OR8B2
NM_001005198	OR8G5
NM_001002917	OR8D1
NM_001005196	OR8B4
NM_012378	OR8B8
NM_001005467	OR8B3
NM_032811	TBRG1
NR_016021	TBRG1
NM_052959	PANX3
NM_001005195	OR8B12
NM_001005194	OR8A1
NR_106988	MIR7641-2
NR_120577	LOC101929340
NM_014312	VSIG2
NM_017425	SPA17
NM_001126181	NRGN
NM_006176	NRGN
NM_138961	ESAM
NR_120579	LOC101929340
NM_019055	ROBO4
NR_103862	LOC100507283
NM_022370	ROBO3
NM_001301088	ROBO4
NM_152722	HEPACAM
NM_025004	CCDC15
NM_001037558	HEPN1
NR_047592	TMEM218
NR_125759	PKNOX2-AS1
NM_001258239	TMEM218
NM_001258238	TMEM218
NM_001145290	SLC37A2
NM_001258246	TMEM218
NM_198277	SLC37A2
NM_001258245	TMEM218
NM_001258244	TMEM218
NR_047589	TMEM218
NM_001080546	TMEM218
NR_047590	TMEM218
NM_001258247	TMEM218
NR_047591	TMEM218
NR_047588	TMEM218
NR_047587	TMEM218
NR_047586	TMEM218
NM_001258243	TMEM218
NM_001258242	TMEM218
NM_001258241	TMEM218
NM_001258240	TMEM218
NM_022549	FEZ1
NM_001301851	LOC403312
NM_005103	FEZ1
NM_001114122	CHEK1
NM_020069	ACRV1
NM_001114121	CHEK1
NM_152713	STT3A
NM_004879	EI24
NM_020108	ACRV1
NM_001244846	CHEK1
NM_001612	ACRV1
NM_001290135	EI24
NM_001274	CHEK1
NM_001278503	STT3A
NM_020107	ACRV1
NR_045205	CHEK1
NR_045204	CHEK1
NM_001278504	STT3A
NR_110769	EI24
NR_110770	EI24
NM_001129883	PATE3
NM_138294	PATE1
NM_212555	PATE2
NM_145014	HYLS1
NM_013264	DDX25
NM_001271985	PUS3
NM_031307	PUS3
NM_001134793	HYLS1
NM_001144874	PATE4
NM_032795	RPUSD4
NM_001144827	RPUSD4
NM_148910	TIRAP
NM_001177842	SRPR
NM_003139	SRPR
NM_014026	DCPS
NR_037648	FOXRED1
NR_037647	FOXRED1
NM_017547	FOXRED1
NM_001039661	TIRAP
NM_001254759	ST3GAL4
NM_001254758	ST3GAL4
NM_006278	ST3GAL4
NM_001254757	ST3GAL4
NR_120532	LOC101929427
NR_120533	LOC101929427
NR_036126	MIR3167
NR_040078	KIRREL3-AS3
NR_046986	KIRREL3-AS2
NR_120578	LOC101929473
NR_120580	LOC101929497
NM_005238	ETS1
NR_120581	LOC101929517
NM_001162422	ETS1
NR_106738	MIR6090
NR_038908	SENCR
NM_000220	KCNJ1
NM_000890	KCNJ5
NM_145013	C11orf45
NM_001195195	TP53AIP1
NM_001195194	TP53AIP1
NM_001251964	TP53AIP1
NM_022112	TP53AIP1
NR_045767	C11orf45
NM_001256088	C11orf45
NM_003658	BARX2
NR_120582	LINC01395
NM_138788	TMEM45B
NM_020228	PRDM10
NM_199438	PRDM10
NR_024233	LINC00167
NM_199437	PRDM10
NM_199439	PRDM10
NM_001142277	APLP2
NM_001243299	APLP2
NM_001642	APLP2
NM_001142276	APLP2
NM_001142278	APLP2
NR_024516	APLP2
NR_024515	APLP2
NM_021978	ST14
NM_139055	ADAMTS15
NR_107019	MIR8052
NM_014758	SNX19
NR_125383	LOC100507431
NR_125382	LOC103611081
NM_001301089	SNX19
NR_110140	LOC101929653
NR_126159	C11orf39
NR_046820	NTM-IT
NR_120444	LOC646522
NR_024344	MIR4697HG
NR_039846	MIR4697
NM_174927	SPATA19
NM_001291992	SPATA19
NR_027276	LOC100128239
NM_014384	ACAD8
NM_199298	THYN1
NM_199297	THYN1
NM_001080407	GLB1L3
NM_014174	THYN1
NM_052875	VPS26B
NM_001037305	THYN1
NM_001037304	THYN1
NM_054025	B3GAT1
NM_018644	B3GAT1
NM_013377	PDZRN4
NM_001164595	PDZRN4
NM_198992	SYT10
NR_120455	LOC101927905
NR_120454	LOC101927905
NR_024254	FAM86FP
NM_139136	KCNC2
NM_001260499	KCNC2
NM_052907	TMEM132B
NM_001260498	KCNC2
NM_001260497	KCNC2
NM_139137	KCNC2
NM_153748	KCNC2
NM_014325	CORO1C
NM_017988	SCYL2
NM_001276471	CORO1C
NM_001105237	CORO1C
NM_153348	FBXW8
NM_012174	FBXW8
NM_152640	DCP1B
NM_001297419	RAD52
NM_001297421	RAD52
NM_001297422	RAD52
NM_134424	RAD52
NR_123713	RAD52
NM_003213	TEAD4
NM_201443	TEAD4
NM_201441	TEAD4
NR_024374	LOC642846
NM_002848	PTPRO
NM_024829	PLBD1
NM_030669	PTPRO
NM_030668	PTPRO
NM_030667	PTPRO
NM_030671	PTPRO
NM_030670	PTPRO
NM_058169	LOH12CR1
NM_001300742	LOH12CR1
NM_020297	ABCC9
NM_005691	ABCC9
NR_073075	PLCZ1
NM_019844	SLCO1B3
NM_001261414	SOX5
NM_152989	SOX5
NM_033123	PLCZ1
NM_001164748	RASSF8
NM_001135811	FAM60A
NM_001714	BICD1
NM_001164746	RASSF8
NM_001135812	FAM60A
NM_001164747	RASSF8
NM_021238	FAM60A
NM_001271783	FAR2
NM_007211	RASSF8
NM_001003398	BICD1
NM_173600	MUC19
NM_001145109	NELL2
NM_152641	ARID2
NM_001145110	NELL2
NM_001145107	NELL2
NM_001145108	NELL2
NM_018018	SLC38A4
NM_006159	NELL2
NM_001143824	SLC38A4
NM_001174129	SLC11A2
NM_001174125	SLC11A2
NM_001174130	SLC11A2
NM_001174127	SLC11A2
NM_001202233	NR4A1
NM_001174128	SLC11A2
NM_024068	NABP2
NR_026656	LOC400043
NM_001174126	SLC11A2
NM_000617	SLC11A2
NR_033421	SLC11A2
NR_033422	SLC11A2
NM_014925	R3HDM2
NM_015026	MON2
NM_001278472	MON2
NM_001278471	MON2
NM_001278470	MON2
NM_178169	RASSF3
NM_173812	DPY19L2
NM_001278469	MON2
NR_040718	RASSF3
NM_002849	PTPRR
NM_001145339	MDM2
NM_001145337	MDM2
NM_173353	TPH2
NM_002392	MDM2
NM_001278462	MDM2
NM_001145340	MDM2
NM_001135806	SYT1
NM_001220473	PPFIA2
NM_032230	METTL25
NM_001291901	SYT1
NM_003625	PPFIA2
NM_001135805	SYT1
NM_001220478	PPFIA2
NM_001220476	PPFIA2
NM_173591	OTOGL
NM_001220477	PPFIA2
NM_001220475	PPFIA2
NM_005639	SYT1
NM_001282536	PPFIA2
NM_001220474	PPFIA2
NM_013244	MGAT4C
NM_152788	ANKS1B
NM_003297	NR2C1
NM_001173982	CHST11
NR_040246	LOC100287944
NR_103526	C12orf42
NM_018413	CHST11
NM_001278420	C12orf42
NM_001278419	C12orf42
NM_001017523	BTBD11
NM_001018072	BTBD11
NM_001099336	C12orf42
NM_014503	UTP20
NM_198521	C12orf42
NM_001146698	RBM19
NM_016196	RBM19
NM_001143854	RPH3A
NM_001146699	RBM19
NM_014954	RPH3A
NM_001143905	C12orf65
NM_152759	LRRC43
NM_018639	WSB2
NM_006836	GCN1L1
NM_001194995	C12orf65
NM_181709	FAM101A
NM_001098519	LRRC43
NM_001204299	ZNF664-FAM101A
NM_152269	C12orf65
NM_001278558	WSB2
NM_001278557	WSB2
NM_194286	SRRM4
NM_001136103	TMEM132C
NM_133448	TMEM132D
NM_001130146	CCDC77
NM_001042603	KDM5A
NM_001170738	IQSEC3
NM_014823	WNK1
NM_001130148	CCDC77
NM_001130147	CCDC77
NM_032358	CCDC77
NM_015232	IQSEC3
NM_018979	WNK1
NM_213655	WNK1
NM_173593	B4GALNT3
NM_001184985	WNK1
NM_024551	ADIPOR2
NR_027946	ERC1
NM_172364	CACNA2D4
NM_178039	ERC1
NM_178040	ERC1
NR_027948	ERC1
NR_027949	ERC1
NM_001301248	ERC1
NM_001167625	CACNA1C
NM_001129844	CACNA1C
NM_001129834	CACNA1C
NM_003324	TULP3
NM_001129838	CACNA1C
NM_000719	CACNA1C
NM_001167624	CACNA1C
NM_001160408	TULP3
NM_001129839	CACNA1C
NM_001167623	CACNA1C
NM_001129841	CACNA1C
NM_001129840	CACNA1C
NM_001129827	CACNA1C
NM_001129836	CACNA1C
NM_001129846	CACNA1C
NM_001129835	CACNA1C
NM_001129830	CACNA1C
NM_001129843	CACNA1C
NM_199460	CACNA1C
NM_001129833	CACNA1C
NM_001129831	CACNA1C
NM_001129842	CACNA1C
NM_001129837	CACNA1C
NM_001129829	CACNA1C
NM_001129832	CACNA1C
NM_032680	CRACR2A
NM_001144958	CRACR2A
NM_001168320	TSPAN9
NM_020367	PARP11
NM_001286522	PARP11
NM_001286521	PARP11
NM_019854	PRMT8
NM_006675	TSPAN9
NM_001256536	PRMT8
NR_104461	PARP11
NM_020375	C12orf5
NM_001282286	DYRK4
NM_001282285	DYRK4
NM_003845	DYRK4
NM_017417	GALNT8
NM_001278597	ANO2
NM_000552	VWF
NM_001278596	ANO2
NM_018173	PLEKHG6
NM_001144831	PHB2
NM_001144856	PLEKHG6
NM_001144857	PLEKHG6
NM_001297553	CHD4
NM_001733	C1R
NR_015382	CD27-AS1
NM_014262	LEPREL2
NM_001267700	PHB2
NM_001273	CHD4
NM_153449	SLC2A14
NM_199286	DPPA3
NM_001286237	SLC2A14
NM_001286235	SLC2A14
NM_001286234	SLC2A14
NM_001286236	SLC2A14
NM_001286233	SLC2A14
NM_001080454	ACSM4
NM_002864	PZP
NM_001297776	RIMKLB
NM_020734	RIMKLB
NR_024420	LINC00937
NR_123740	RIMKLB
NM_001197317	CLEC2D
NM_016511	CLEC1A
NM_001297750	CLEC1A
NM_001197318	CLEC2D
NM_001297751	CLEC1A
NM_013269	CLEC2D
NM_001197319	CLEC2D
NM_001297748	CLEC1A
NM_001297749	CLEC1A
NR_036693	CLEC2D
NR_104634	LOC100506159
NM_001004419	CLEC2D
NM_001291314	PRH1
NR_028045	KLRAP1
NR_037918	PRH1-PRR4
NM_001291315	PRH1
NM_001987	ETV6
NM_002336	LRP6
NR_046487	RNU6-19P
NM_016355	DDX47
NM_031289	GSG1
NM_001423	EMP1
NM_001080555	GSG1
NM_001080554	GSG1
NM_001206845	GSG1
NM_006143	GPR19
NM_001206842	GSG1
NM_001206843	GSG1
NM_153823	GSG1
NM_030640	DUSP16
NM_201224	DDX47
NM_018179	ATF7IP
NM_001286514	ATF7IP
NM_001286515	ATF7IP
NM_181352	ATF7IP
NM_000834	GRIN2B
NM_001190726	RERG
NM_016312	WBP11
NM_004963	GUCY2C
NM_032918	RERG
NM_001300784	ERP27
NM_152321	ERP27
NM_020300	MGST1
NM_145792	MGST1
NM_001170798	SLC15A5
NM_001260511	MGST1
NM_145764	MGST1
NR_048545	MGST1
NR_048547	MGST1
NM_015954	DERA
NM_001267598	MGST1
NM_001260512	MGST1
NM_004447	EPS8
NM_145791	MGST1
NM_001300779	DERA
NM_004570	PIK3C2G
NM_001288772	PIK3C2G
NM_001288774	PIK3C2G
NM_001114176	AEBP2
NM_153207	AEBP2
NM_001256787	PLEKHA5
NM_001267043	AEBP2
NM_001143821	PLEKHA5
NM_019012	PLEKHA5
NM_001256470	PLEKHA5
NM_000921	PDE3A
NR_040098	LOC100506393
NM_032941	RECQL
NM_134431	SLCO1A2
NM_006446	SLCO1B1
NM_002907	RECQL
NM_001009562	SLCO1B7
NM_014802	C2CD5
NM_018638	ETNK1
NM_003034	ST8SIA1
NM_001286177	C2CD5
NM_001286173	C2CD5
NM_001286175	C2CD5
NM_001286176	C2CD5
NM_001286174	C2CD5
NM_001261415	SOX5
NR_120471	LOC101928441
NM_006940	SOX5
NM_178010	SOX5
NM_001178093	BCAT1
NM_001178091	BCAT1
NR_120473	LOC101928471
NR_120472	LOC101928471
NM_001178092	BCAT1
NM_001178094	BCAT1
NM_005504	BCAT1
NM_001204102	CASC1
NM_001204101	CASC1
NM_152590	LMNTD1
NM_001082973	CASC1
NM_001145729	LMNTD1
NM_001145728	LMNTD1
NM_001256266	LMNTD1
NM_018272	CASC1
NM_001082972	CASC1
NM_001145727	LMNTD1
NM_002223	ITPR2
NM_016551	TM7SF3
NM_001198916	PPFIBP1
NM_001248005	ARNTL2
NM_001248004	ARNTL2
NM_020183	ARNTL2
NM_003622	PPFIBP1
NM_177444	PPFIBP1
NM_001146221	MANSC4
NM_001198915	PPFIBP1
NM_001248003	ARNTL2
NM_001248002	ARNTL2
NM_018318	CCDC91
NM_183378	OVCH1
NM_001193451	TMTC1
NR_073172	OVCH1-AS1
NM_175861	TMTC1
NM_001190995	IPO8
NM_006390	IPO8
NR_038927	DDX11-AS1
NM_018169	KIAA1551
NR_103523	AMN1
NR_103522	AMN1
NM_144973	DENND5B
NM_001278411	AMN1
NM_001113402	AMN1
NM_001278412	AMN1
NM_004572	PKP2
NM_139241	FGD4
NM_001005242	PKP2
NM_001173465	KIF21A
NM_001173463	KIF21A
NM_017641	KIF21A
NM_001173464	KIF21A
NM_153634	CPNE8
NM_005164	ABCD2
NM_052885	SLC2A13
NM_198578	LRRK2
NM_001031748	C12orf40
NM_175038	CNTN1
NM_001256063	CNTN1
NM_001843	CNTN1
NM_001256064	CNTN1
NM_201439	PPHLN1
NM_201440	PPHLN1
NM_001144883	PRICKLE1
NM_005748	YAF2
NM_001144881	PRICKLE1
NM_001143788	PPHLN1
NM_001143787	PPHLN1
NM_001144882	PRICKLE1
NM_001190977	YAF2
NM_001143789	PPHLN1
NM_201515	PPHLN1
NM_201438	PPHLN1
NM_016488	PPHLN1
NM_153026	PRICKLE1
NR_034000	YAF2
NM_001190979	YAF2
NM_025003	ADAMTS20
NM_001145257	IRAK4
NM_001145256	IRAK4
NM_001145258	IRAK4
NM_032256	TMEM117
NM_001286212	TMEM117
NM_001114182	IRAK4
NM_016123	IRAK4
NM_001286213	TMEM117
NM_001286211	TMEM117
NM_001204803	ANO6
NM_001025356	ANO6
NM_001142679	ANO6
NM_001142678	ANO6
NM_030674	SLC38A1
NM_001077484	SLC38A1
NR_125378	LOC100288798
NR_125381	LOC100288798
NR_125379	LOC100288798
NR_125380	LOC100288798
NM_001278390	SLC38A1
NR_125377	LOC100288798
NM_001278388	SLC38A1
