#name	name2
NM_032291	SGIP1
NM_003187	TAF9
NR_027439	LOC100272216
NR_073404	LOC441081
NM_021967	SERF1A
NM_002270	TNPO1
NM_153188	TNPO1
NM_001276713	ANKDD1B
NM_004101	F2RL2
NR_028375	NCRUPAR
NM_018268	WDR41
NR_105014	SCAMP1-AS1
NM_152405	JMY
NM_001167741	MTX3
NM_001010891	MTX3
NR_109930	CTD-2201I18.1
NM_001174072	SERINC5
NM_000791	DHFR
NM_001190470	MTRNR2L2
NR_034121	CKMT2-AS1
NM_001131036	ZCCHC9
NM_001025	RPS23
NM_174909	TMEM167A
NM_020801	ARRDC3
NR_109819	NR2F1-AS1
NM_014899	RHOBTB3
NR_026936	LINC01554
NM_000439	PCSK1
NM_001130140	ERAP2
NM_001012761	RGMB
NR_033175	LOC100289673
NM_139281	WDR36
NM_138551	TSLP
NM_001142478	NREP
NM_001142476	NREP
NR_015370	EPB41L4A-AS1
NM_018700	TRIM36
NR_033363	ATG12
NM_207317	ZNF474
NR_051996	MGC32805
NM_001164479	C5orf63
NM_001164478	C5orf63
NM_001127385	CTXN3
NM_181705	LYRM7
NR_047470	P4HA2-AS1
NM_002198	IRF1
NM_014402	UQCRQ
NM_001172700	SHROOM1
NM_017665	ZCCHC10
NM_003374	VDAC1
NR_036624	VDAC1
NM_201634	TCF7
NR_033449	TCF7
NM_003337	UBE2B
NM_080656	CDKN2AIPNL
NR_105045	LOC101927934
NM_021982	SEC24A
NM_032151	PCBD2
NR_039666	MIR4461
NM_005903	SMAD5
NM_001001419	SMAD5
NM_058244	WNT8A
NM_001282185	ETF1
NM_194249	DND1
NM_031497	PCDHA3
NM_031864	PCDHA12
NM_019119	PCDHB9
NM_031947	SLC25A2
NM_001257206	FGF1
NM_194251	GPR151
NM_003122	SPINK1
NM_030793	FBXO38
NM_002609	PDGFRB
NM_014228	SLC6A7
NM_015981	CAMK2A
NM_171825	CAMK2A
NM_001543	NDST1
NM_001025071	RPS14
NM_001166209	SYNPO
NM_001166208	SYNPO
NM_007286	SYNPO
NM_001122853	MYOZ3
NM_032947	SMIM3
NM_001145805	IRGM
NM_002084	GPX3
NM_000405	GM2A
NM_181774	SLC36A3
NM_001145017	SLC36A3
NM_181776	SLC36A2
NM_001447	FAT2
NM_003118	SPARC
NM_018691	FAM114A2
NM_005927	MFAP3
NM_001135037	MFAP3
NM_024632	SAP30L
NM_032385	FAXDC2
NM_014180	MRPL22
NM_001014990	MRPL22
NR_038443	PPP1R2P3
NR_109890	LOC101927740
NM_024565	CCNJL
NR_027111	LOC285629
NM_000816	GABRG2
NR_105065	LOC102546299
NM_002887	RARS
NR_002988	SNORA74B
NR_026682	LOC100268168
NM_004387	NKX2-5
NR_108028	LINC01485
NM_022754	SFXN1
NR_038402	LOC100507387
NM_213647	FGFR4
NM_001142935	MXD3
NR_109790	RAB24
NM_001144876	DOK3
NM_000505	F12
NR_038916	PRR7-AS1
NM_004395	DBN1
NM_001004106	GRK6
NM_005649	ZNF354A
NR_024035	AACSP1
NM_000843	GRM6
NM_182925	FLT4
NM_152283	ZFP62
NM_197975	BTNL3
NR_102759	TRIM52-AS1
NR_028327	LOC100133331
NR_028325	LOC100132062
NM_001005224	OR4F3
NM_001199918	PGM3
NR_104417	LYRM4
NM_017774	CDKAL1
NM_001206927	DNAH8
NM_003599	SUPT3H
NM_001144769	DST
NM_183380	DST
NM_001160130	KCNQ5
NM_017934	PHIP
NM_006581	FUT9
NM_001287215	AMD1
NM_001251987	TRDN
NM_006073	TRDN
NR_104452	TBC1D32
NM_018945	PDE7B
NM_001278722	IL20RA
NM_022121	PERP
NM_014432	IL20RA
NM_016217	HECA
NM_007124	UTRN
NM_001030060	SAMD5
NM_000876	IGF2R
NM_013988	PARK2
NM_001202550	WDR27
NM_001195286	IRF4
NR_073064	EXOC2
NM_006567	FARS2
NM_001168344	RREB1
NM_001003700	RREB1
NM_001718	BMP6
NM_001142393	NEDD9
NM_145649	GCNT2
NM_017770	ELOVL2
NM_145655	GCNT2
NM_000332	ATXN1
NM_006877	GMPR
NM_001128164	ATXN1
NM_001080480	MBOAT1
NR_073465	MBOAT1
NR_103790	LINC00581
NM_001195610	DCDC2
NM_016356	DCDC2
NR_003504	GUSBP2
NR_024053	HCG18
NR_024052	HCG18
NR_102327	HCG18
NR_026751	ZNRD1-AS1
NR_102326	HCG18
NM_019602	BTNL2
NM_025256	EHMT2
NM_015245	ANKS1A
NM_177435	PPARD
NM_182548	LHFPL5
NM_139014	MAPK14
NM_001162900	TMEM217
NM_153487	MDGA1
NM_006708	GLO1
NM_052893	BTBD9
NM_001172418	BTBD9
NM_001099272	BTBD9
NM_001286554	USP49
NM_015255	UBR2
NM_001164446	C6orf132
NM_001168359	TDRD6
NM_170724	PKHD1
NR_046832	MLIP-IT1
NM_001723	DST
NM_015548	DST
NM_014989	RIMS1
NM_012434	SLC17A5
NM_001282368	IMPG1
NM_001282136	MEI4
NM_031469	SH3BGRL2
NM_183050	BCKDHB
NM_016021	UBE2J1
NM_014611	MDN1
NM_001242811	ANKRD6
NR_103837	FBXL4
NM_032511	FAXC
NM_022091	ASCC3
NM_006828	ASCC3
NM_018013	SOBP
NM_007214	SEC63
NM_032131	ARMC2
NM_033125	SLC22A16
NM_015076	CDK19
NM_001286432	REV3L
NM_001286431	REV3L
NM_032471	PKIB
NM_001105544	ECHDC1
NM_001012279	SOGA3
NM_001164687	THEMIS
NM_001198614	MAP7
NM_005923	MAP3K5
NM_001242740	LOC100507462
NM_001195037	ECT2L
NM_020340	KIAA1244
NM_001100164	PHACTR2
NM_001100165	PHACTR2
NM_001100166	PHACTR2
NR_038245	LOC100507557
NR_034115	STXBP5-AS1
NM_015278	SASH1
NM_015093	TAB2
NM_144497	AKAP12
NM_025059	CCDC170
NM_015440	MTHFD1L
NM_001242768	MTHFD1L
NM_005100	AKAP12
NM_001122740	ESR1
NM_207118	GTF2H5
NM_032532	FNDC1
NM_005577	LPA
NM_003057	SLC22A1
NM_001040000	MLLT4
NM_001207008	MLLT4
NM_001286380	FAM120B
NM_148959	HUS1B
NM_001012418	MYLK4
NR_026855	LINC01011
NM_004155	SERPINB9
NM_001271825	SERPINB6
NM_001271824	SERPINB6
NM_001069	TUBB2A
NR_038296	LOC100507194
NR_038295	LOC100507194
NM_003144	SSR1
NM_004415	DSP
NR_027793	LINC00518
NM_001040274	SYCP2L
NM_207582	ERVFRD-1
NM_001135575	SMIM13
NM_001100829	TMEM170B
NM_001143948	ADTRP
NM_001242827	SIRT5
NM_001031713	MCUR1
NM_016255	FAM8A1
NM_182757	RNF144B
NM_001546	ID4
NR_034143	NBAT1
NM_000948	PRL
NM_080723	NRSN1
NM_001286264	MRS2
NM_001503	GPLD1
NM_001286265	MRS2
NR_104423	MRS2
NM_001160094	ACOT13
NM_018473	ACOT13
NM_016614	TDP2
NM_001251989	GMNN
NM_001282492	C6orf229
NM_001286121	SLC17A4
NM_006632	SLC17A3
NM_003531	HIST1H3C
NM_005319	HIST1H1C
NM_003512	HIST1H2AC
NM_003523	HIST1H2BE
NM_001197249	BTN3A2
NR_026790	HCG11
NM_001242799	ZNF322
NR_038292	LINC01012
NM_003533	HIST1H3I
NM_005322	HIST1H1B
NM_012367	OR2B6
NM_001278122	ZKSCAN8
NM_024493	ZKSCAN3
NM_001242894	ZKSCAN3
NM_182701	GPX6
NM_001005216	OR2J3
NM_030876	OR5V1
NM_030946	OR14J1
NM_030959	OR12D3
NM_013937	OR11A1
NM_013936	OR12D2
NR_037180	LINC01015
NM_021904	GABBR1
NR_037179	LINC01015
NM_006398	UBD
NM_021903	GABBR1
NM_007160	OR2H2
NR_037181	LINC01015
NM_206809	MOG
NR_001590	IFITM4P
NR_026972	HLA-F-AS1
NR_026973	HLA-F-AS1
NM_001109809	ZFP57
NM_002127	HLA-G
NR_002139	HCG4
NM_001207043	LOC554223
NR_001434	HLA-H
NM_001242758	HLA-A
NM_002116	HLA-A
NR_024240	HLA-J
NR_103542	HCG8
NR_001317	HCG4B
NM_025236	RNF39
NM_021959	PPP1R11
NM_006778	TRIM10
NM_052828	TRIM10
NM_007028	TRIM31
NM_001286633	TRIM40
NM_033229	TRIM15
NM_001242783	TRIM26
NR_027822	HLA-L
NM_003449	TRIM26
NM_001199119	TRIM39-RPP21
NM_001199120	RPP21
NM_001199121	RPP21
NM_172016	TRIM39
NM_005516	HLA-E
NM_024909	ATAT1
NM_178014	TUBB
NM_001202522	DDR1
NM_001202523	DDR1
NM_080870	DPCR1
NM_001517	GTF2H4
NM_020442	VARS2
NM_001167734	VARS2
NM_001202521	DDR1
NM_205854	SFTA2
NR_003948	HCG22
NM_001198815	MUC22
NM_014069	PSORS1C2
NM_001105563	CCHCR1
NM_203289	POU5F1
NR_026791	HCG27
NM_002701	POU5F1
NM_001264	CDSN
NM_007109	TCF19
NM_001285987	POU5F1
NM_001105564	CCHCR1
NM_005514	HLA-B
NM_002117	HLA-C
NM_001243042	HLA-C
NR_040662	HCP5
NM_138282	ATP6V1G2
NM_001011700	MCCD1
NM_001289160	MICB
NM_138277	C6orf25
NM_025260	C6orf25
NR_024541	LY6G6E
NM_005346	HSPA1B
NM_000434	NEU1
NM_005527	HSPA1L
NM_001178045	SLC44A4
NM_001710	CFB
NM_005510	DXO
NR_001284	TNXA
NM_001128590	CYP21A2
NM_032470	TNXB
NM_181842	ZBTB12
NM_007293	C4A
NR_040090	CYP21A1P
NM_001002029	C4B
NM_001128590	CYP21A2
NM_032470	TNXB
NM_019105	TNXB
NM_001002029	C4B
NR_044996	HCG23
NM_002125	HLA-DRB5
NM_002124	HLA-DRB1
NM_001243961	HLA-DQB1
NM_002123	HLA-DQB1
NM_002122	HLA-DQA1
NR_001298	HLA-DRB6
NM_020056	HLA-DQA2
NM_000544	TAP2
NM_002120	HLA-DOB
NM_002121	HLA-DPB1
NM_033554	HLA-DPA1
NM_003190	TAPBP
NM_032340	UQCC2
NM_002224	ITPR3
NM_001143944	LEMD2
NM_001142883	IP6K3
NR_038989	LINC01016
NM_001204091	RPS10
NM_001203245	RPS10
NM_017754	UHRF1BP1
NM_021922	FANCE
NM_007104	RPL10A
NM_002754	MAPK13
NM_001207040	ETV7
NM_007271	STK38
NM_152734	C6orf89
NM_001199159	PI16
NM_138493	CCDC167
NM_005943	MOCS1
NR_026938	ADCY10P1
NM_198153	TREML4
NM_018643	TREM1
NM_001242589	TREM1
NM_001242590	TREM1
NM_001199509	NCR2
NM_001134493	TOMM6
NM_001287427	CCND3
NM_138572	TAF8
NM_002098	GUCA1B
NM_003192	TBCC
NM_198486	RPL7L1
NM_003131	SRF
NM_001286655	DLK2
NM_001012974	LRRC73
NM_006502	POLH
NM_152732	RSPH9
NR_024478	LINC01512
NM_007058	CAPN11
NM_182539	TCTE1
NM_001253	CDC5L
NR_045674	CLIC5
NM_001098518	GPR116
NM_015234	GPR116
NM_153839	GPR111
NM_000324	RHAG
NM_001270472	MCM3
NM_133367	PAQR8
NR_103447	TRAM2-AS1
NR_103446	TRAM2-AS1
NM_000846	GSTA2
NR_033760	GSTA7P
NM_153699	GSTA5
NM_001003760	KLHL31
NR_109774	LOC100506188
NM_001190706	MTRNR2L9
NM_001143940	LGSN
NM_016571	LGSN
NM_003463	PTP4A1
NM_001251874	KHDC1
NM_001402	EEF1A1
NM_022726	ELOVL4
NM_001252383	CGA
NM_018064	AKIRIN2
NM_006813	PNRC1
NM_080743	SRSF12
NM_001010853	PM20D2
NR_028495	LYRM2
NR_015362	TSG1
NM_001195131	TSTD3
NM_001080481	USP45
NM_021620	PRDM13
NM_147147	BVES
NM_001624	AIM1
NM_001080450	BEND3
NM_014028	OSTM1
NR_033376	LINC00222
NR_104137	ARMC2-AS1
NM_014797	ZBTB24
NM_001286361	PPIL6
NM_001286360	PPIL6
NR_104429	PPIL6
NM_015891	CDC40
NR_109768	AMD1
NR_034110	TRAF3IP2-AS1
NM_001164283	TRAF3IP2
NM_001013734	RFPL4B
NR_033441	HDAC2
NM_002031	FRK
NM_003309	TSPYL1
NM_001010919	FAM26F
NM_001256887	FAM26D
NM_001010892	RSPH4A
NM_145062	ZUFSP
NM_173560	RFX6
NM_138459	NUS1
NM_006714	SMPDL3A
NM_001199622	NCOA7
NM_014702	KIAA0408
NM_001258276	TMEM200A
NM_001145659	CTAGE9
NM_003569	STX7
NM_001016	RPS12
NR_026969	LINC00326
NM_004865	TBPL1
NM_001145207	HBS1L
NM_001077441	BCLAF1
NM_001008783	SLC35D3
NM_000416	IFNGR1
NM_175747	OLIG3
NR_033896	FLJ46906
NR_038987	LINC01277
NM_001286259	ADAT2
NR_002768	HYMAI
NM_207360	ZC3H12D
NR_104456	NUP43
NM_198887	NUP43
NM_001243327	RAET1E
NM_025218	ULBP1
NM_203395	IYD
NM_025107	MYCT1
NM_001114184	MTRF1L
NM_019041	MTRF1L
NM_015718	NOX3
NR_046796	SYNJ2-IT1
NR_047514	AIRN
NR_047511	AIRN
NR_003288	LOC729603
NR_028093	LPAL2
NM_000301	PLG
NM_001168338	PLG
NR_027284	LINC00602
NM_175922	PRR18
NR_040022	LOC100289495
NR_073093	MPC1
NM_001278690	FGFR1OP
NR_027906	MLLT4-AS1
NM_001129895	HGC6.3
NR_103750	KIF25-AS1
NM_001286351	DACT2
NM_001029863	C6orf120
NM_174910	TCTE3
NR_026780	LINC00574
NM_001278531	ERMARD
NR_104177	FLJ38122
NM_005618	DLL1
NR_002787	LOC154449
NM_020299	AKR1B10
NM_001278299	WIPI2
NM_004227	CYTH3
NM_152744	SDK1
NM_016003	WIPI2
NM_015204	THSD7A
NM_178423	HDAC9
NM_004067	CHN2
NM_004289	NFE2L3
NR_033664	NPSR1-AS1
NM_014396	VPS41
NR_033665	NPSR1-AS1
NM_080631	VPS41
NM_152701	ABCA13
NM_001287436	COBL
NM_001017440	CALN1
NM_031468	CALN1
NM_001257190	POM121
NM_003439	ZKSCAN1
NM_005746	NAMPT
NM_001122838	NAPEPLD
NM_181747	ORC5
NM_000245	MET
NM_020911	PLXNA4
NM_004333	BRAF
NM_004717	DGKI
NM_014141	CNTNAP2
NR_038232	LOC285889
NM_170606	KMT2C
NM_001287501	IQCE
NM_001100600	MMD2
NM_032172	USP42
NM_001145118	GRID2IP
NM_006908	RAC1
NM_001278559	ZNF316
NM_004956	ETV1
NM_001004320	AGMO
NM_001101426	ISPD
NM_152774	TMEM196
NM_182762	MACC1
NM_002214	ITGB8
NR_110114	LOC101927668
NM_003112	SP4
NM_001277115	DNAH11
NM_012294	RAPGEF5
NM_006547	IGF2BP3
NR_104112	OSBPL3
NM_016447	MPP6
NM_004403	DFNA5
NR_104111	OSBPL3
NM_001191058	PDE1C
NM_001284343	FKBP9
NM_001284341	FKBP9
NM_007270	FKBP9
NR_002833	DPY19L2P1
NR_015356	NPSR1-AS1
NR_038864	LOC401324
NM_030636	EEPD1
NM_001039459	ELMO1
NM_003718	CDK13
NM_031267	CDK13
NM_001165036	OGDH
NM_002541	OGDH
NM_001003941	OGDH
NM_021116	ADCY1
NM_198570	VWC2
NM_005228	EGFR
NM_004577	PSPH
NR_029420	LOC650226
NM_173517	VKORC1L1
NR_038378	LOC441242
NM_022479	WBSCR17
NR_027775	PMS2P5
NM_005338	HIP1
NR_003664	SPDYE8P
NM_080744	SSC4D
NM_001110199	SRRM3
NM_020879	CCDC146
NM_001131009	PTPN12
NM_001127358	PHTF2
NR_028058	PMS2P9
NM_006379	SEMA3C
NR_110077	LOC101927356
NR_110076	LOC101927356
NM_181646	ZNF804B
NM_001160138	CFAP69
NM_001164738	CALCR
NM_001257998	CCDC132
NM_017650	PPP1R9A
NR_015448	DLX6-AS1
NM_014916	LMTK2
NM_001190996	ARPC1A
NM_145115	ZSCAN25
NM_001079877	RASA4
NR_110141	LOC101927870
NR_027768	DPY19L2P2
NR_003561	DPY19L2P2
NM_182931	KMT2E
NM_152750	CDHR3
NM_175884	CCDC71L
NM_007356	LAMB4
NM_014705	DOCK4
NM_152829	TES
NM_021908	ST7
NM_130768	ASZ1
NM_016200	LSM8
NM_024913	CPED1
NM_001042594	POT1
NR_110188	LOC101928283
NM_022742	CCDC136
NR_046323	FLJ40288
NM_199186	BPGM
NM_001128619	LUZP6
NM_001006627	CHRM2
NM_020910	KIAA1549
NM_001164665	KIAA1549
NM_173569	UBN2
NM_018238	AGK
NM_001195278	TMEM178B
NR_015392	WEE2-AS1
NR_033897	EPHA1-AS1
NR_027788	ZNF767P
NM_001099220	ZNF862
NM_014671	UBE3C
NM_022458	LMBR1
NM_138400	NOM1
NM_020728	ESYT2
NM_003382	VIPR2
NM_001281933	NCAPG2
NR_108064	LOC100507642
NR_033960	LOC442497
NM_001171945	SUN1
NM_017781	CYP2W1
NM_001031617	COX19
NR_110065	LOC101927021
NM_182924	MICALL2
NM_001097620	TMEM184A
NR_001288	TFAMP1
NM_001243795	CHST12
NR_108066	LOC101927181
NM_152743	BRAT1
NM_014855	AP5Z1
NM_001037165	FOXK1
NM_020144	PAPOLB
NR_015449	RNF216P1
NM_001101	ACTB
NM_024963	FBXL18
NM_001037163	FAM220A
NM_139179	DAGLB
NM_006854	KDELR2
NM_001142936	DAGLB
NM_001100603	KDELR2
NM_017560	ZNF853
NR_002217	PMS2CL
NR_034022	LOC100131257
NM_020156	C1GALT1
NM_001037164	ARL4A
NM_005924	MEOX2
NM_001621	AHR
NM_001002926	TWISTNB
NM_001163993	ABCB5
NM_001163942	ABCB5
NM_001127370	CDCA7L
NM_001127371	CDCA7L
NR_046220	KLHL7-AS1
NM_001005340	GPNMB
NM_018947	CYCS
NM_022150	NPVF
NM_031243	HNRNPA2B1
NR_022006	KIAA0087
NM_153620	HOXA1
NM_005523	HOXA11
NR_002795	HOXA11-AS
NM_000522	HOXA13
NR_037843	HOTTIP
NR_034097	JAZF1-AS1
NM_014817	TRIL
NM_175887	PRR15
NM_017946	FKBP14
NM_152793	MTURN
NR_038889	LOC401320
NM_001199219	INMT
NM_006774	INMT
NM_001118	ADCYAP1R1
NM_001199635	ADCYAP1R1
NM_001199636	ADCYAP1R1
NR_036501	LINC00997
NM_001166118	NT5C3A
NM_016489	NT5C3A
NM_001002009	NT5C3A
NM_001002010	NT5C3A
NM_181791	GPR141
NM_003014	SFRP4
NM_001242948	EPDR1
NM_001282446	YAE1D1
NR_026999	LINC00265
NR_027119	INHBA-AS1
NR_047701	COA1
NM_015983	UBE2D4
NR_015401	LINC00957
NM_019082	DDX56
NM_201516	H2AFV
NM_201517	H2AFV
NM_012412	H2AFV
NM_138635	H2AFV
NM_033224	PURB
NM_021130	PPIA
NR_108090	LINC01447
NR_038407	LINC00525
NR_037917	HUS1
NM_001267866	C7orf57
NM_001267865	C7orf57
NM_001284350	SUN3
NR_038994	VSTM2A-OT1
NR_047551	EGFR-AS1
NR_027342	FKBP9P1
NM_207366	SEPT14
NM_001762	CCT6A
NM_001042470	SUMF2
NR_108099	LOC101928401
NM_001159279	ZNF716
NR_003952	ZNF733P
NR_028349	LOC100287834
NR_028349	LOC100287834
NR_028348	LOC100287704
NR_039987	LINC01005
NM_001170905	ZNF736
NR_029404	YWHAEP1
NR_077227	LOC100128885
NM_015852	ZNF117
NM_001007253	ERV3-1
NR_003099	ZNF273
NR_024548	CRCP
NM_017994	TMEM248
NR_040583	STAG3L1
NR_003664	SPDYE8P
NM_004603	STX1A
NM_017528	WBSCR22
NM_001003795	GTF2IRD2B
NR_003664	SPDYE8P
NR_040583	STAG3L1
NM_012479	YWHAG
NR_003262	FDPSP2
NR_029411	LOC100133091
NR_038343	MAGI2-AS3
NR_110079	LOC101927378
NM_006716	DBF4
NM_152706	C7orf62
NR_003551	DPY19L2P4
NM_152999	STEAP2
NM_001244944	STEAP2
NM_033107	GTPBP10
NM_001042717	GTPBP10
NM_004912	KRIT1
NM_032120	RBM48
NM_001040057	FAM133B
NM_001193307	SAMD9
NM_017654	SAMD9
NM_005222	DLX6
NM_001178076	ASNS
NM_183356	ASNS
NR_002822	MGC72080
NM_015395	TECPR1
NM_018842	BAIAP2L1
NM_152913	TMEM130
NR_110102	LOC101927550
NM_006693	CPSF4
NM_001198879	ATP5J2-PTCD1
NM_014891	PDAP1
NM_015545	PTCD1
NM_001081559	CPSF4
NM_014569	ZKSCAN5
NM_145111	FAM200A
NM_001190484	CYP3A5
NR_033807	CYP3A5
NM_000765	CYP3A7
NM_033091	TRIM4
NM_033017	TRIM4
NM_001278284	ZNF3
NM_000799	EPO
NM_003386	ZAN
NM_173059	ZAN
NM_020246	SLC12A9
NM_001164462	MUC12
NM_000602	SERPINE1
NM_030961	TRIM56
NM_001040105	MUC17
NR_103749	LINC01007
NM_032831	ORAI2
NM_001271819	ORAI2
NM_001271818	ORAI2
NM_001126340	ORAI2
NM_006234	POLR2J
NM_032959	POLR2J2
NM_001145268	FAM185A
NR_026879	FAM185A
NM_005824	LRRC17
NM_001031692	LRRC17
NM_001161011	ARMC10
NR_026660	RPL19P12
NM_002803	PSMC2
NM_014377	DNAJC2
NM_001204453	PSMC2
NR_027374	LHFPL3-AS2
NR_024586	KMT2E-AS1
NR_039981	LINC01004
NR_027830	BCAP29
NR_028137	SLC26A4-AS1
NM_001134468	LSMEM1
NM_022484	TMEM168
NM_001287497	TMEM168
NM_002711	PPP1R3A
NM_001166345	MDFIC
NM_001206748	CAV2
NR_002329	ST7-OT4
NR_024047	WNT2
NM_001040020	FAM3C
NR_104244	IQUB
NR_110182	LOC101928254
NR_027330	SND1-IT1
NR_046216	MGC27345
NR_024368	LINC01000
NM_001199672	CALU
NM_001199671	CALU
NM_001198909	ATP6V1F
NM_001458	FLNC
NM_001195150	LOC100130705
NM_001135914	KCP
NM_001127487	FLNC
NM_178562	TSPAN33
NM_032842	TMEM209
NM_080660	ZC3HAV1L
NM_020119	ZC3HAV1
NM_024625	ZC3HAV1
NM_001287513	TTC26
NR_073058	C7orf55
NM_207113	SLC37A3
NM_032295	SLC37A3
NM_001287498	SLC37A3
NM_013446	MKRN1
NM_001080392	KIAA1147
NM_016943	TAS2R3
NM_013252	CLEC5A
NM_004668	MGAM
NM_001190487	MTRNR2L6
NM_002769	PRSS1
NM_001001658	OR9A2
NM_001130026	FAM115C
NM_001004488	OR2A25
NM_001003702	ARHGEF35
NR_033942	ARHGEF34P
NR_002158	OR2A20P
NR_002158	OR2A20P
NM_001278507	CTAGE8
NM_001005287	OR2A1
NM_001005287	OR2A1
NM_005435	ARHGEF5
NM_001195220	ZNF783
NM_015694	ZNF777
NM_001163474	ZNF746
NM_198455	SSPO
NR_027040	ATP6V0E2-AS1
NM_001244071	GIMAP6
NM_024711	GIMAP6
NM_001244072	GIMAP6
NM_018326	GIMAP4
NM_001199577	GIMAP1-GIMAP5
NM_130759	GIMAP1
NM_001091	AOC1
NM_001272072	AOC1
NM_001160110	NOS3
NM_001160111	NOS3
NM_080871	ASB10
NM_144727	CRYGN
NR_027387	LINC01003
NR_002935	FABP5P3
NM_005431	XRCC2
NR_103545	BLACE
NM_001427	EN2
NR_038835	MNX1-AS1
NR_038966	LOC100506585
NR_039979	LINC00967
NM_024940	DOCK5
NM_152564	VPS13B
NM_001172575	MCPH1
NM_024596	MCPH1
NM_178857	RP1L1
NM_006197	PCM1
NM_003844	TNFRSF10A
NM_013956	NRG1
NM_001258211	FBXO16
NM_172366	FBXO16
NM_025151	RAB11FIP1
NM_080872	UNC5D
NM_001031836	KCNU1
NM_021623	PLEKHA2
NM_001287813	SNTG1
NM_001199888	IL7
NM_024721	ZFHX4
NM_001040628	NCALD
NM_198124	CSMD3
NM_001101676	SAMD12
NM_207506	SAMD12
NR_109794	SAMD12
NM_001204824	KCNQ3
NR_003367	PVT1
NM_001164623	AGO2
NM_012173	FBXO25
NM_207411	XKR5
NR_047662	LOC729732
NR_040092	LOC100506990
NR_040091	LOC100506990
NM_020844	KIAA1456
NM_024767	DLC1
NM_182643	DLC1
NM_001001931	MTUS1
NM_001001925	MTUS1
NM_001001924	MTUS1
NM_015310	PSD3
NM_206909	PSD3
NR_033894	LOC286114
NM_001286681	NPM2
NM_001286680	NPM2
NR_038873	LOC286059
NM_002318	LOXL2
NR_038323	LOC100507156
NM_173833	SCARA5
NM_001010906	NUGGC
NM_016240	SCARA3
NM_000637	GSR
NM_032664	FUT10
NM_001142446	ANK1
NM_003012	SFRP1
NM_001099413	KAT6A
NM_032410	HOOK3
NR_037168	LOC100287846
NM_182746	MCM4
NM_170587	RGS20
NM_201437	TCEA1
NM_006756	TCEA1
NM_213619	ATP6V1H
NR_026772	LINC00588
NM_002865	RAB2A
NM_173688	NKAIN3
NR_033893	LINC01299
NM_001204173	C8orf44-SGK3
NM_024870	PREX2
NM_030958	SLCO5A1
NM_000503	EYA1
NM_016027	LACTB2
NM_172060	EYA1
NR_038881	LOC286190
NR_033651	LOC100132891
NM_017489	TERF1
NM_003218	TERF1
NM_014393	STAU2
NR_033830	FLJ39080
NR_103849	CASC9
NM_018440	PAG1
NM_001198630	RUNX1T1
NM_001198632	RUNX1T1
NM_178812	MTDH
NM_018407	LAPTM4B
NM_177531	PKHD1L1
NM_001099754	SYBU
NM_001172811	SLC30A8
NM_022783	DEPTOR
NM_001283012	DEPTOR
NM_014943	ZHX2
NM_001242463	FBXO32
NM_001282971	MTSS1
NR_046361	FAM49B
NM_003033	ST3GAL1
NM_173344	ST3GAL1
NM_001174157	ZFAT
NM_001029939	ZFAT
NM_031466	TRAPPC9
NR_104210	KCNK9
NM_145003	TSNARE1
NM_002066	GML
NR_003572	RPL23AP53
NM_001287254	ZNF596
NM_001042416	ZNF596
NR_103537	FAM87A
NM_018941	CLN8
NR_040040	LOC100287015
NM_001147	ANGPT2
NM_018361	AGPAT5
NM_001926	DEFA6
NR_045217	GS1-24F4.2
NR_027000	LINC00965
NM_001256874	USP17L4
NR_027000	LINC00965
NR_027000	LINC00965
NR_046343	FAM90A7P
NR_046343	FAM90A7P
NR_046351	FAM90A10P
NM_001256872	USP17L8
NM_001256871	USP17L3
NM_194284	CLDN23
NM_153332	ERI1
NM_001201329	PPP1R3B
NM_024607	PPP1R3B
NR_040039	LOC157273
NM_054028	SLC35G5
NM_015458	MTMR9
NR_103552	C8orf49
NM_001908	CTSB
NM_201402	USP17L2
NR_003275	LOC392196
NM_001256869	USP17L7
NR_046354	FAM90A2P
NR_073395	FAM90A25P
NR_015383	LOC340357
NM_001099677	KIAA1456
NM_002445	MSR1
NM_013354	CNOT7
NM_001008539	SLC7A2
NM_006207	PDGFRL
NM_004315	ASAH1
NR_038919	LOC100128993
NM_001135691	SLC18A1
NM_018411	HR
NM_024815	NUDT18
NR_027715	BIN3-IT1
NM_176871	PDLIM2
NM_147187	TNFRSF10B
NR_027140	TNFRSF10B
NM_152272	CHMP7
NM_001128930	ENTPD4
NM_014265	ADAM28
NM_007257	PNMA2
NM_000680	ADRA1A
NM_171982	TRIM35
NR_045494	CLU
NM_018246	CCDC25
NM_001284244	PNOC
NM_017412	FZD3
NM_145866	FZD3
NM_057158	DUSP4
NR_024473	FAM183CP
NM_015344	LEPROTL1
NM_001100916	MBOAT4
NM_031271	TEX15
NR_045492	LSM1
NM_207412	C8orf86
NM_001135694	VDAC3
NM_152419	HGSNAT
NR_027013	LINC00293
NR_105004	LOC101929217
NM_052937	PCMTD1
NM_001286783	PCMTD1
NM_001286782	PCMTD1
NM_000912	OPRK1
NM_001279360	LYPLA1
NR_027765	SBF1P1
NR_038236	LINC00968
NR_038874	LOC286177
NR_038235	LOC100507651
NM_001077619	UBXN2B
NM_001007067	SDCBP
NM_004056	CA8
NM_001164754	ASPH
NR_027378	UG0898H09
NR_038875	LINC01289
NM_001286702	ARMC1
NM_002603	PDE7A
NM_152765	C8orf46
NM_025054	VCPIP1
NR_038877	LOC286189
